"protein","mean","sd","min","max","n_neg"
"chemokine (C-C motif) ligand 11_4",7.53385232597275,0.680963205465097,5.97321398625647,10.3640423161586,0
"karyopherin alpha 1 (importin alpha 5)",-0.329312680062055,0.856714036119437,-1.60467873105394,5.8089821516994,184
"stanniocalcin 1",6.0171948637346,0.677498177948117,4.34792808099062,7.92760154535444,0
"family with sequence similarity 3, member B",4.32651037912697,0.7381724803476,2.22795224710267,6.28446621623941,0
"eukaryotic translation initiation factor 5A",-0.300300762981019,0.460309891479475,-1.16329492420725,2.2087188151096,195
"coxsackie virus and adenovirus receptor",2.00000585460563,0.583348015729192,0.741668572370894,4.08629994080393,0
"SRSF protein kinase 2",3.00726823165483,1.35965210725688,-0.858907383987416,5.76495571122909,6
"butyrophilin, subfamily 3, member A2",2.66393792408205,0.479133346245522,1.40223763431355,4.61584668754183,0
"interferon regulatory factor 9",2.75134588887644,0.836262861641441,1.09373986399521,5.50611583238734,0
"CD83 molecule",3.15696285882248,0.473515847299873,2.06665077819356,4.9508859299394,0
"parathyroid hormone 1 receptor",2.45001230481328,0.487818567080426,1.59387959667158,5.34878786196783,0
"eukaryotic translation initiation factor 4 gamma, 1",6.67971421110842,0.76582076765851,3.83060901931958,8.11887785197267,0
"protein kinase C, theta",1.64637966527545,1.17303833537574,-1.4798136841665,4.09960194103589,29
"islet cell autoantigen 1, 69kDa",3.50221066928772,1.14408922844177,0.693843176282476,6.82279905903844,0
"zinc finger and BTB domain containing 16",4.78443014474051,1.39077145322125,0.740053472157541,8.19340092801029,0
"peroxiredoxin 1",2.90880001580702,0.637065064395663,1.75108971309475,5.56237823165298,0
"cytoskeleton-associated protein 4",5.77162656529985,0.82649871280462,4.24708094621347,8.38519737774924,0
"TNF receptor-associated factor 2",4.28482738568892,1.01392641632009,1.62319985925186,5.97621911997242,0
"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3",1.68918001293953,0.868840583388745,0.433901142039902,6.82626354172088,0
"killer cell lectin-like receptor subfamily D, member 1",6.10791053024804,0.752630547172809,4.4942792925712,8.1010778875418,0
"baculoviral IAP repeat containing 2",1.60053002658527,0.775613165691591,-0.0335264694737928,3.52767088309269,1
"diacylglycerol kinase, zeta",0.696389001992362,0.561458748783373,-0.527568856018826,2.26276482757107,30
"dynactin 1",5.32170023007764,0.918995710123293,2.50509258101532,7.05502602938375,0
"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 3 (GalNAc-T3)",0.815511897575039,0.568050538603986,-0.357062103845974,4.19845463699835,6
"corneodesmosin",3.7652884399878,0.637867670681214,2.11086750295459,5.79845594220297,0
"tryptase alpha/beta 1",3.19685761360354,0.674410424437709,1.59573796373319,5.01307517395131,0
"Fc receptor-like 6",2.89505729198506,0.701011334641764,0.947975130994075,4.63662363173678,0
"C-type lectin domain family 6, member A",2.13336001806001,0.713461798741833,0.605223462684778,4.30068872533503,0
"C-type lectin domain family 4, member G",3.73419973312908,0.60663954232312,2.3357218586018,6.06601040455301,0
"phosphoinositide-3-kinase adaptor protein 1",4.3776124052307,1.04923129302804,1.99137979162891,7.60420499532655,0
"mast cell immunoglobulin-like receptor 1",3.45974058385864,0.588117579228232,2.48509685153337,5.15617991804525,0
"interferon, lambda receptor 1",3.03665420911024,0.448337270568388,1.85162495082207,4.65184882127744,0
"dipeptidyl-peptidase 10 (non-functional)",1.47963605336382,0.508400959814513,0.483968271021409,3.96063239594887,0
"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 4",4.48606187180469,0.900568921715335,2.75712681901479,6.71609127682076,0
"C-type lectin domain family 4, member C",2.53640313349696,0.927884946450097,0.231827322913788,4.54077709785468,0
"C-type lectin domain family 4, member D",2.63536902011185,0.80196407353577,1.0820768565757,5.68378896781671,0
"TRAF family member-associated NFKB activator",3.90071584477692,1.06158888971391,0.56838031158021,5.67773443118628,0
"FXYD domain containing ion transport regulator 5",1.66152188860998,0.887624987833066,-0.766493092387981,5.16298731765245,8
"Fc receptor-like 3",1.25838592900315,0.454419835221874,0.385015048473173,3.75505164002538,0
"discoidin, CUB and LCCL domain containing 2",3.30337415714524,0.444680371472772,1.86977433995296,4.49477940586677,0
"protein phosphatase 1, regulatory subunit 9B",6.26934373107179,0.820875789113688,3.41411148449762,7.73944264331337,0
"C-type lectin domain family 7, member A",3.90112294008506,0.895808333483379,-0.282452038717967,7.04813941099663,2
"tripartite motif containing 5",3.04820184102533,0.901032257360547,-0.0785421197975124,4.85292639754817,1
"egl-9 family hypoxia-inducible factor 1",2.56874139556271,0.630898007523477,1.43867733484137,4.29744596556178,0
"plexin A4",7.51899778739439,1.43032569325227,3.28582129632135,9.84448921721136,0
"triggering receptor expressed on myeloid cells 1",1.83469462354741,0.725873005956187,0.169741326857036,4.30505038131529,0
"interleukin-1 receptor-associated kinase 4",4.59643590834435,1.09860409486235,0.564838614186424,6.37530906207697,0
"contactin associated protein-like 2",1.79307195757767,0.4223202413393,0.837448205659317,3.48573958175739,0
"integrin, alpha 11",2.30900660518263,0.592645426757342,0.794748552795976,3.83992277433352,0
"C-type lectin domain family 4, member A",3.49035940203118,0.549301798543181,2.22312127174738,4.7034710192407,0
"dual adaptor of phosphotyrosine and 3-phosphoinositides",6.37030098352409,1.12111172039075,2.13448370966942,8.57650458127389,0
"ectodysplasin A receptor",1.95452559409275,1.4010439248768,-0.233946578731656,5.52060010466774,7
"SH2B adaptor protein 3",7.45275049910691,1.29835756393002,2.94532432506914,10.329142045178,0
"lysosomal-associated membrane protein 3",4.84304193430882,0.960227914493691,2.83492672781168,7.13760769503368,0
"peptidyl arginine deiminase, type II",0.147541422856349,0.481555408233646,-0.803016123715616,2.34957975711084,103
"signaling threshold regulating transmembrane adaptor 1",3.01965294884926,0.592189931810843,1.57546661081587,4.6525887602646,0
"leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 5",4.4264480322008,0.560183626461019,2.98574814796622,5.9952933909567,0
"synaptosomal-associated protein, 23kDa",4.78082891386552,0.940428134391602,1.55339319718327,6.39651739824249,0
"angiopoietin 2",2.30264864040638,0.755951281726876,0.714252462075676,5.41033081059705,0
"kallikrein-related peptidase 10",3.01724608726153,0.53449624692627,1.67747238101735,4.30877027582484,0
"angiopoietin-like 7",1.00843312683489,0.601808247876086,-0.112837715350703,4.49549173349331,3
"ectonucleoside triphosphate diphosphohydrolase 5",1.43340562339628,0.510209308794016,-0.0749124884416561,3.41753224639913,1
"GRB2-related adaptor protein 2",6.04462063106184,1.47689081183516,1.6199000117066,8.78547112789034,0
"neuronal pentraxin receptor",3.51107967030134,0.857754020548238,2.05278007794997,6.9698270964563,0
"NAD kinase",4.97015762711736,1.44122331976607,2.91053175886571,9.32523831962544,0
"angiopoietin-like 1",3.820447935478,0.655431373130297,2.5298741434507,5.9965372578275,0
"aldehyde dehydrogenase 1 family, member A1",2.81960648621138,0.830206430948806,1.17574192971912,6.48276844770439,0
"thyroid stimulating hormone, beta",3.02305197909916,1.16447455995665,-0.0376485562195776,8.40771129389954,1
"arginase 1",0.944660223806843,0.685151938893952,-0.927941817794443,4.81720072058832,16
"enolase 2 (gamma, neuronal)",4.04951426926548,0.876767318602748,1.53935640418659,5.83470295381179,0
"quinoid dihydropteridine reductase",5.77961898598575,0.728151928793355,3.86801910709248,8.41928538562022,0
"fructose-1,6-bisphosphatase 1",1.9041564827517,1.43140392134584,-0.745705260918695,9.37916422307685,6
"annexin A4",2.03841234951299,1.25657205322694,-0.39362094180766,5.03738619537811,14
"cathepsin H",1.73565608642638,0.840290498727958,-0.628787491300796,7.59142700408715,4
"ribonuclease, RNase A family, 3",3.09389367241468,1.2710626684935,-0.577926529516596,7.93442411966404,2
"versican",4.02698269654577,0.846310588118963,1.85541235685257,7.11458676034374,0
"NAD(P)H dehydrogenase, quinone 2",0.212337082187488,0.72074341524248,-2.20827179377887,3.60823614296042,89
"cadherin 2, type 1, N-cadherin (neuronal)",3.54177384191327,0.772914327602807,1.31776348004885,5.40060162116801,0
"thymidine phosphorylase",8.0107894958626,1.0777131964173,5.33274135781968,10.4171183531891,0
"dopa decarboxylase (aromatic L-amino acid decarboxylase)",5.25211378635159,0.862765559566393,3.27412005010882,9.91298016870246,0
"catechol-O-methyltransferase",4.24922902034322,1.07287536424034,1.21836654509918,6.78281606471305,0
"galanin/GMAP prepropeptide",4.95519321583215,1.14367709016641,1.76724340730408,8.89542429424104,0
"adenosylhomocysteinase",1.74003527649054,0.622335047612571,0.277913716514259,3.91940074866825,0
"S100 calcium binding protein P",0.975855509443417,0.63365851900645,0.216088808381592,7.21085939248575,0
"integrin, beta 7",1.71456255177813,0.444125444326934,0.580364567840255,3.5199270185326,0
"APEX nuclease (multifunctional DNA repair enzyme) 1",2.49785749197789,1.02143854733251,0.643310987531071,6.54187818141343,0
"CD1c molecule",3.8787553920019,0.901149910774405,1.08138620265522,6.05123551361521,0
"syndecan 4",4.31707453031562,0.934266299061856,1.99064273398816,6.64743038966531,0
"serpin peptidase inhibitor, clade B (ovalbumin), member 6",4.52003629759973,0.674937325430664,2.58683479472954,6.00710033976554,0
"glutaredoxin (thioltransferase)",1.77717210732578,0.520594946727428,0.655378278783516,4.49097993650707,0
"CD79b molecule, immunoglobulin-associated beta",2.65936994624956,0.719144329462639,0.836815383349985,5.28149393230585,0
"ubiquitin specific peptidase 8",2.4063304755368,1.24682926847541,-0.460447355869729,5.30694413786632,4
"protein phosphatase 1, regulatory (inhibitor) subunit 2",4.5631121731864,0.980760791484813,1.80968813326247,6.82107946449638,0
"cathepsin O",2.60176233007391,0.600392302437549,1.50712976723661,4.73167422443188,0
"v-crk avian sarcoma virus CT10 oncogene homolog-like",4.05912050905108,1.25463189615789,-0.429473566395135,5.89884135946768,2
"BCL2-associated athanogene 6",3.70689589921777,0.871128323065312,1.75783685271276,5.46264470026068,0
"serpin peptidase inhibitor, clade B (ovalbumin), member 8",2.71845574548459,0.631879796010574,1.33979875744485,5.21498137642089,0
"annexin A11",2.63059440692123,1.58326164990948,-1.52589316470217,5.31260872108429,20
"amyloid beta (A4) precursor-like protein 1",4.6087924779611,1.06121685620416,2.00491345183695,7.77547157814809,0
"hepatoma-derived growth factor",2.2774821704524,0.930414741316064,-0.0366169572120066,4.87303228544943,1
"thimet oligopeptidase 1",5.48200965361552,0.582677621421913,4.23886907991252,7.96472691175846,0
"Dab, mitogen-responsive phosphoprotein, homolog 2 (Drosophila)",3.67064015890369,1.69908328230126,-1.06922075317254,7.17309991964379,5
"receptor tyrosine kinase-like orphan receptor 1",2.15756463574175,0.721279356341762,-0.0219677765141163,4.29061300727322,1
"FK506 binding protein 4, 59kDa",2.61122863375113,1.01490176717418,-0.962768298174067,4.67152603644646,2
"trefoil factor 2",3.9439374383813,0.905876426928776,1.71611195833146,6.3939544920143,0
"CD164 molecule, sialomucin",4.66662319798835,0.50034816611383,3.22625812802482,6.13703457704041,0
"TYRO3 protein tyrosine kinase",1.33238560556784,0.454256242842358,-0.69095520931899,2.7237768918683,2
"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",3.081607707292,0.55430455344699,1.67376611749515,4.84371965430904,0
"NODAL modulator 1",4.71529323850542,0.467246265855681,3.17704969705183,5.82235697607976,0
"clusterin-like 1 (retinal)",3.75192039122984,0.626844214076765,1.55625061355002,5.28388237122547,0
"cysteine conjugate-beta lyase, cytoplasmic",6.87390071147623,0.952405352119225,4.07870347238476,9.89534326225322,0
"meprin A, beta",1.4423183676661,1.2674618483737,-1.56162858558974,5.21063544607854,30
"meteorin, glial cell differentiation regulator-like",3.41248450988137,0.454617437879872,1.93916893307205,4.76084976739377,0
"ectonucleotide pyrophosphatase/phosphodiesterase 7",3.0846824588772,1.27171404723207,-1.60411972587601,6.92629777971886,2
"chordin-like 2",2.64820709086387,0.796742810134258,0.709298753880341,4.65637625012837,0
"coiled-coil domain containing 80",5.31272866606024,0.847548814370995,3.3470450983241,8.31505250213464,0
"low density lipoprotein receptor-related protein 11",4.22834348115116,0.638057658090694,2.62212198771897,6.48791090256859,0
"G protein-coupled receptor 64",1.37747952751812,0.612863736181707,0.0397400311291292,3.25988004231121,0
"carbonic anhydrase XIII",6.11649760112444,1.35658446588996,2.06790647768005,8.19505163427337,0
"sulfatase modifying factor 2",4.37968206356568,0.815412553543121,1.43192556231975,6.05408119513192,0
"thioredoxin domain containing 5 (endoplasmic reticulum)",3.00511668556346,0.901439753062533,0.142272507230678,4.71474997972601,0
"multiple coagulation factor deficiency 2",4.05479593658314,0.43824382695268,2.69685376161705,5.15456662606203,0
"scavenger receptor cysteine rich domain containing, group B (4 domains)",0.692954046170022,1.53960205265411,-2.02273313010848,5.91164071844441,91
"calcium activated nucleotidase 1",4.56035460422142,0.379383752231826,3.29305722683712,5.49459381864846,0
"insulin-like growth factor binding protein-like 1",2.81561341200063,0.681279453202002,1.10051408122842,5.43117296286466,0
"family with sequence similarity 3, member C",5.91279664994206,0.535583428495263,3.61880102119245,7.92281941993377,0
"poliovirus receptor-related 2 (herpesvirus entry mediator B)",7.02132124776312,0.446763094191217,4.81089632790485,8.69649202710457,0
"leucine-rich repeats and immunoglobulin-like domains 1",3.94917739424466,0.753604962998593,2.48648124894952,5.86478079860199,0
"Fc receptor-like 1",3.6975809043558,0.723899226886207,0.246284117228945,5.89642053209768,0
"sclerostin",4.41496609159962,0.579374168788729,2.88841116134589,6.23875196300032,0
"regenerating islet-derived family, member 4",6.55885252231565,0.858199504962147,4.16203363397319,8.88684607096253,0
"reticulon 4 receptor",1.74487038334683,0.506858867731615,-0.126618896822648,3.39769372659848,1
"tubulointerstitial nephritis antigen-like 1",4.1040920996953,0.624172995077111,2.97933771553571,6.02190132007947,0
"calsyntenin 2",2.9040721407821,0.517558083629448,1.54869005218796,4.91057270639789,0
"CXADR-like membrane protein",2.36596845259101,0.701232647060158,0.804823867481187,4.98667703681711,0
"cadherin-related family member 5",2.37108966381805,0.565162746853734,0.846806800876908,3.98194441748529,0
"acid phosphatase 6, lysophosphatidic,Lysophosphatidic acid phosphatase type 6",3.57568422662137,0.554544670786682,2.3226239601466,4.92558824969222,0
"neural proliferation, differentiation and control, 1",5.11828315072213,0.697240020241385,1.45326126249404,8.0958606183763,0
"diablo, IAP-binding mitochondrial protein",1.78930394587062,1.36410299134673,-1.63732777221875,4.76447719905785,31
"phosphoprotein associated with glycosphingolipid microdomains 1",3.67013115957421,0.92347094817436,1.59533571473829,5.92608309787695,0
"C-type lectin domain family 5, member A",4.30444226655129,0.704147130107414,3.05673099470403,6.9356280328881,0
"ghrelin/obestatin prepropeptide",3.1101085073142,1.26095913315282,0.191528859122787,7.3565714770456,0
"dipeptidyl-peptidase 7",1.24046991535694,0.991065849174085,-3.7749768954185,3.5185097984556,24
"egf-like module containing, mucin-like, hormone receptor-like 2",3.29681367679731,0.520438669240444,0.198807924710494,4.72643050009498,0
"paired immunoglobin-like type 2 receptor beta",5.45472125477695,0.876299990215053,3.490365821265,7.43209160143239,0
"sialic acid binding Ig-like lectin 7",3.15694833075184,0.426948120375716,1.93086691692952,4.41787974075694,0
"CD2-associated protein",6.58191422433932,1.00180611874797,3.68881536582958,8.7081736142923,0
"syntaxin binding protein 3",1.17503689561751,0.640586205391576,-0.370895360418673,4.45093203280361,6
"carboxylesterase 2",1.91969931813284,0.611983406120749,0.997803975032376,4.15592355228241,0
"integrin beta 1 binding protein 1",1.23880277197498,0.487884346343181,0.0458829046897361,2.59685099146124,0
"inositol polyphosphate phosphatase-like 1",6.54458684677853,1.32296347119575,2.46869815324492,8.97228141826019,0
"carbonic anhydrase XII",3.751382939332,0.511915698613743,2.45499687760654,5.97592500257307,0
"EGF-like repeats and discoidin I-like domains 3",1.70985524072372,0.450480562968261,0.857666654779533,2.99320127016606,0
"perilipin 1",2.95005585664082,0.805724549126446,1.30639837343186,5.23829690543898,0
"hematopoietic prostaglandin D synthase",1.7642773885179,0.658399677928735,0.312724442426795,3.65824930136951,0
"nibrin",3.25574530900609,0.826147487936864,1.1796704604663,6.479348991849,0
"ectonucleoside triphosphate diphosphohydrolase 6 (putative)",3.06746480150266,0.338390721741552,1.96016809010861,4.14630910539326,0
"protein kinase, interferon-inducible double stranded RNA dependent activator",3.1027336540985,0.948409471153308,0.743271611461465,5.97687138277264,0
"protein phosphatase, Mg2+/Mn2+ dependent, 1B",1.83505601552851,0.578217930462904,0.685954090192978,3.47838492967285,0
"ATPase, H+ transporting, lysosomal accessory protein 2",2.23985684238768,0.434103065830663,1.11041114608186,4.82187246857113,0
"apoptosis-inducing factor, mitochondrion-associated, 1",4.9202689309291,1.45018585925665,0.131277673026617,7.18686343441764,0
"anterior gradient 2",3.23374733880474,1.18149575447709,0.854687109039565,6.26520617206352,0
"luteinizing hormone beta polypeptide",2.67325710438456,1.11036185441837,0.869523422625906,8.08692155062859,0
"calcitonin-related polypeptide alpha",6.44841906572563,1.64193764990454,3.98748024878369,11.4046075429643,0
"erythropoietin",1.89863505638248,1.08051528486809,0.323348784749258,7.34994021070949,0
"corticotropin releasing hormone",2.81293823772563,1.30223695015319,0.727751409521412,10.7891413335963,0
"feline sarcoma oncogene",0.473337262444454,0.691017699447343,-1.05955370920408,3.41226466899074,53
"v-yes-1 Yamaguchi sarcoma viral oncogene homolog 1",9.18530919466948,1.12684389105044,5.6307430336707,11.2736042635981,0
"feline Gardner-Rasheed sarcoma viral oncogene homolog",4.18852322172602,0.706384931909167,2.5702247982537,6.1982202224875,0
"leukotriene A4 hydrolase",-0.205137205617914,0.568417550007014,-1.548175083416,1.29948355455501,157
"troponin I type 3 (cardiac)",2.44726005728952,2.06809873086681,-1.59309383890895,10.5627557336079,18
"neutrophil cytosolic factor 2",5.40622078823595,0.858700488957626,3.66111153125858,8.99044628073447,0
"parvalbumin",8.52705705482508,1.65096502069055,3.91924357274597,11.6351470216801,0
"RAS p21 protein activator (GTPase activating protein) 1",-0.884343017841929,0.821595957209245,-2.11489321323008,4.73612460346219,222
"pleiotrophin",4.89944467181886,1.89950205089519,1.53743981921461,8.81234850850583,0
"natriuretic peptide C",3.70286354027841,0.809743920204486,2.10905097425577,6.15636727357941,0
"proteasome (prosome, macropain) subunit, alpha type, 1",1.30615535112002,0.88014279229461,0.0126787660840953,5.64594839965263,0
"calreticulin",1.23089873416479,0.722181484035465,-0.23864286716135,4.23931048466381,9
"nitric oxide synthase 3 (endothelial cell)",2.65039401222353,0.842457901346899,0.64164229779184,5.9728305229781,0
"aldehyde dehydrogenase 3 family, member A1",1.63125553549915,0.980024505001226,-0.0506545112817232,6.30453146314174,1
"betacellulin",2.9617738513497,0.993797556886364,0.775136721164,5.30365292609466,0
"capping protein (actin filament), gelsolin-like",3.7617807158048,0.865089169414354,1.43130269823336,5.82805337692096,0
"dipeptidyl-peptidase 6",3.16817990380127,0.485405708745214,1.92665533573902,4.48820630650465,0
"Wiskott-Aldrich syndrome",3.58931640953635,1.53923150869622,-0.963452543292393,5.95030956659177,6
"casein kinase 1, delta",2.82954218687804,1.0428547721574,0.666000051909823,5.1279254765698,0
"paxillin",3.59360894664368,0.708511124352529,2.18051813590523,6.17712566025671,0
"placental growth factor_3",8.41172717586372,0.641509891336492,7.08564497316768,11.3947343906655,0
"retinoic acid receptor responder (tazarotene induced) 1",2.23376067271982,0.281216238892321,1.31461234409336,3.2931613468956,0
"Ras association (RalGDS/AF-6) domain family member 2",2.54120727531927,0.631087552778655,1.16836672825721,4.63910924660851,0
"FBJ murine osteosarcoma viral oncogene homolog B",1.60839022891017,0.71702103527517,0.253529753970172,5.67228034445959,0
"methionyl aminopeptidase 1",0.603567756533371,0.334055554088953,-0.174322183606119,2.00105694733517,3
"BH3 interacting domain death agonist",0.730020954256692,0.755445736425717,-1.19517773633005,3.03612900797998,43
"MYC associated factor X",4.24650935711763,1.17391060933465,0.879829698571911,6.35404336485656,0
"FK506 binding protein 1B, 12.6 kDa",2.42439408241009,1.00525660275981,0.240924032935898,6.32165913700835,0
"nucleobindin 2",6.17965360743673,0.869125352594569,3.79590116838395,8.17116620772113,0
"transmembrane protease, serine 15",1.15078411619775,1.31935379240552,-2.12969585005903,4.37866670077826,47
"contactin 2 (axonal)",4.29666710098605,0.61085058046655,2.92898023819748,6.44018250294119,0
"topoisomerase (DNA) II beta 180kDa",5.26938954648074,1.02441933645955,2.21953569003981,7.91816572208156,0
"mevalonate kinase",5.42808018489506,1.05027397423633,3.06551385602521,7.63636987826594,0
"low density lipoprotein receptor-related protein 1",3.50980899930198,0.349593159730006,2.65437515851538,4.3273777221771,0
"fatty acid binding protein 9, testis",1.61345445929403,0.641682535254886,-0.0588903189850741,3.60176429253945,1
"ST3 beta-galactoside alpha-2,3-sialyltransferase 1",4.7795961610986,0.581722526157821,3.59341281311677,6.7651312668634,0
"forkhead box O1",5.5252287988504,1.18725612814003,1.70545217174911,8.27111843225496,0
"protein tyrosine phosphatase, receptor type, J",3.74618464464731,1.27797083706911,0.284042368078415,6.16633177593391,0
"BMP and activin membrane-bound inhibitor",1.64260450811962,0.538141187056366,0.566574427870706,4.18046846109728,0
"protein tyrosine kinase 7",2.64492743328527,0.625280225843751,1.21825579661612,5.13787009566085,0
"programmed cell death 1",1.37952356834466,0.613361667604241,0.362389848933354,5.40188497865802,0
"paraoxonase 2",2.94555782701631,0.510721652806027,1.53307254202734,4.172670727667,0
"SMAD family member 1",4.18724193307662,1.7120304005932,-0.419547451914941,6.90732277793719,2
"macrophage erythroblast attacher",1.48472756703385,0.578644220983855,0.244056989488247,4.53696636742763,0
"vasohibin 1",2.08469684395937,1.53699105337134,-2.1654375912404,4.33223361430434,31
"ribonucleotide reductase M2 B (TP53 inducible)",2.7484955737508,0.771056215721767,0.647141454154233,4.71612882520869,0
"desmoglein 4",3.03164490902985,0.915287629234375,0.613915872144799,5.13276017635351,0
"UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10)",1.93986182550106,0.383447521044466,1.02633030581852,2.93115279699921,0
"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 9",2.88649648433256,0.970273081924755,0.857751721467153,5.60732430826361,0
"plexin domain containing 1",0.94121044276383,0.424156087944991,-0.0889807087782428,2.96665451291342,2
"enabled homolog (Drosophila)",3.07759594796459,0.68037041923363,1.41027936822391,4.94021278041202,0
"C-type lectin domain family 1, member A",3.40038164987221,0.447606871207905,2.50184401638863,5.51844083408117,0
"B-cell scaffold protein with ankyrin repeats 1",10.5573527063436,1.20050114719092,6.40248446578011,12.8560059723591,0
"hepatitis A virus cellular receptor 1_3",8.30525620128924,1.27995876561994,5.62094233993367,12.4721683575653,0
"hepatitis A virus cellular receptor 1_4",9.20060073468751,1.26390593801752,6.49806194852997,13.1989173228988,0
"erbb2 interacting protein",6.09892252607952,1.08115025601742,2.67316755981898,7.77382380307259,0
"amnion associated transmembrane protein",3.72658106494721,0.862384850779315,1.91231710744749,6.55534662939119,0
"linker for activation of T cells family, member 2",6.7469614896662,1.21287668093803,3.21132506368704,9.00678574970854,0
"claspin",1.50119648016797,0.506460995001181,0.346578766679949,3.68868268438797,0
"chromosome 12 open reading frame 5",2.87414058557296,0.548996757891064,1.20086781440163,4.42045770095841,0
"platelet derived growth factor C",3.91841814755436,0.406730048503952,2.29429472624029,5.18868300001301,0
"sirtuin 5",-1.29472095844996,0.748496063637242,-2.34932975209372,0.788174542425138,227
"pyruvate dehyrogenase phosphatase catalytic subunit 1",2.50147417820739,0.864732669562548,0.742215623508976,5.34474796969492,0
"EGF-like-domain, multiple 7",6.07120181705009,0.493972118260004,4.8207412160333,7.85238810825398,0
"REST corepressor 1",3.03779892517508,0.641964332337053,1.69145082229267,7.66606149696534,0
"carbonic anhydrase XIV",1.96257667579467,0.730744437113837,0.175216905679754,4.00770771264225,0
"syntaxin 8",4.83838587342767,1.21507620907422,1.60311192386995,6.6687673382375,0
"protein kinase, AMP-activated, beta 1 non-catalytic subunit",2.99889974634487,0.998236944738125,0.460884789433988,5.05045655029724,0
"mitogen-activated protein kinase kinase kinase kinase 5",7.78245537860826,1.32607178961721,3.07304075257205,10.2290057102046,0
"negative regulator of ubiquitin-like proteins 1",3.21869378420165,1.36180448121915,-0.0774259661370801,6.86934721544565,2
"ectonucleoside triphosphate diphosphohydrolase 2",1.60661352768292,0.53915420253496,0.622438786691527,5.27687592922704,0
"melanoma antigen family D, 1",0.960810833654032,0.69462048909053,-0.916095507539151,3.31036349925118,21
"G protein-coupled receptor 56",2.24729142641195,1.05950435615661,0.647714801660291,6.4175351512922,0
